OrderID,ShipmentID,CustomerID,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,OriginRegion,DestinationRegion,Distance_km,ShippingMode,CarrierType,ProductCategory,Priority,Weight_kg,Volume_m3,ShipmentStatus,ShippingCost_USD,Revenue_USD,Profit_USD,CustomerRating,InsuranceRequired,CustomsCleared
ORD-104531,SHP-504531,CUST-1152,3/2/2023,4/29/2023,4/27/2023,Asia,South America,11136,Sea,3rd Party Logistics,Electronics,Low,26.35,0.21,Delivered,48.7,69.88,21.18,4,Yes,Yes
ORD-104532,SHP-504532,CUST-1858,5/1/2022,6/7/2022,6/11/2022,South America,Africa,6980,Sea,3rd Party Logistics,Furniture,Low,234.88,3.58,Delayed,174.2,248.53,74.33,3,Yes,Yes
ORD-104533,SHP-504533,CUST-1173,3/10/2023,5/27/2023,5/26/2023,Africa,Europe,15576,Sea,3rd Party Logistics,Perishables,Critical,240.03,1.55,Delivered,236.91,291.76,54.85,4,Yes,Yes
ORD-104534,SHP-504534,CUST-1342,2/20/2023,2/25/2023,,North America,North America,1356,Road,3rd Party Logistics,Machinery,Low,1931.73,11.06,Cancelled,1096.77,1283.07,186.3,2,Yes,N/A
ORD-104535,SHP-504535,CUST-1669,10/13/2022,10/18/2022,10/22/2022,Asia,Asia,1620,Road,3rd Party Logistics,Furniture,Low,170.93,4.34,Delayed,153.17,221.9,68.73,3,No,N/A
ORD-104536,SHP-504536,CUST-1430,2/12/2023,2/16/2023,2/14/2023,Asia,Asia,520,Road,Internal Fleet,Machinery,Low,4799.2,18.46,Delivered,2592.01,3351.27,759.26,5,No,N/A
ORD-104537,SHP-504537,CUST-1726,2/9/2023,3/5/2023,3/4/2023,North America,North America,4396,Sea,3rd Party Logistics,Machinery,Medium,2579.23,10.28,Delivered,1405.57,2028.93,623.36,4,No,N/A
ORD-104538,SHP-504538,CUST-1688,6/19/2022,6/25/2022,6/23/2022,Europe,Europe,2140,Road,3rd Party Logistics,Furniture,Low,498.14,8.41,Delivered,365.3,479.02,113.72,5,Yes,N/A
ORD-104539,SHP-504539,CUST-1686,5/23/2023,6/2/2023,5/31/2023,Africa,Africa,3123,Rail,Internal Fleet,Machinery,Low,3665.69,18.89,Delivered,2046.7,2897.94,851.24,4,No,N/A
ORD-104540,SHP-504540,CUST-1851,12/2/2022,1/4/2023,1/2/2023,North America,North America,6173,Sea,Internal Fleet,Electronics,Low,47.68,0.7,Delivered,49.33,63.35,14.02,4,No,N/A
ORD-104541,SHP-504541,CUST-1849,5/3/2023,5/7/2023,5/8/2023,Oceania,Oceania,1109,Road,Internal Fleet,Electronics,Low,68.83,0.82,Delayed,59.2,79.13,19.93,2,No,N/A
ORD-104542,SHP-504542,CUST-1657,8/19/2022,8/29/2022,,Asia,Asia,3754,Rail,Internal Fleet,Pharmaceuticals,High,750.81,7.27,Cancelled,621.56,814.69,193.13,2,No,N/A
ORD-104543,SHP-504543,CUST-1961,4/10/2022,5/27/2022,5/25/2022,Europe,Africa,8959,Sea,Internal Fleet,Electronics,Medium,40.95,0.42,Delivered,51.57,62.71,11.14,4,Yes,Yes
ORD-104544,SHP-504544,CUST-1323,1/2/2022,1/5/2022,1/3/2022,Asia,Asia,1247,Road,3rd Party Logistics,Clothing,High,174.86,2.59,Delivered,171.7,236.8,65.1,4,No,N/A
ORD-104545,SHP-504545,CUST-1989,5/24/2023,6/6/2023,6/7/2023,South America,Oceania,9838,Air,Internal Fleet,Pharmaceuticals,Critical,323.9,1.74,Delayed,872.61,1017.85,145.24,3,No,Yes
ORD-104546,SHP-504546,CUST-1672,6/12/2023,6/17/2023,6/16/2023,Asia,Asia,1403,Road,3rd Party Logistics,Machinery,Medium,3437.06,15.1,Delivered,1890.6,2379.74,489.14,4,Yes,N/A
ORD-104547,SHP-504547,CUST-1638,9/20/2022,10/7/2022,10/5/2022,Africa,Europe,11891,Air,3rd Party Logistics,Clothing,Medium,505.27,2.72,Delivered,874.38,1233.72,359.34,4,Yes,Yes
ORD-104548,SHP-504548,CUST-1419,11/26/2023,11/30/2023,11/30/2023,North America,North America,1378,Rail,Internal Fleet,Perishables,Critical,516.79,7.12,Delivered,442.81,576.01,133.2,5,No,N/A
ORD-104549,SHP-504549,CUST-1593,2/3/2023,2/7/2023,2/7/2023,Asia,Asia,813,Road,Internal Fleet,Furniture,Medium,214.4,6.65,Delivered,185.86,218.07,32.21,5,No,N/A
ORD-104550,SHP-504550,CUST-1484,1/23/2022,1/27/2022,,Oceania,Oceania,2376,Road,3rd Party Logistics,Perishables,Critical,538.4,2.25,Cancelled,425.51,515.83,90.32,2,Yes,N/A
ORD-104551,SHP-504551,CUST-1658,9/4/2022,9/8/2022,9/14/2022,South America,South America,508,Road,3rd Party Logistics,Clothing,Low,583.69,5.53,Delayed,354.82,419.71,64.89,3,No,N/A
ORD-104552,SHP-504552,CUST-1750,9/14/2022,9/18/2022,9/18/2022,South America,South America,741,Road,Internal Fleet,Electronics,Low,21.57,0.4,Delivered,25.92,31.97,6.05,5,Yes,N/A
ORD-104553,SHP-504553,CUST-1411,9/20/2023,9/23/2023,9/21/2023,North America,North America,1528,Road,Internal Fleet,Machinery,High,2418.71,10.52,Delivered,1738.75,2085.79,347.04,4,Yes,N/A
ORD-104554,SHP-504554,CUST-1935,3/10/2022,3/16/2022,3/16/2022,South America,South America,2144,Rail,Internal Fleet,Pharmaceuticals,Critical,244.07,1.01,Delivered,194.11,264.69,70.58,4,Yes,N/A
ORD-104555,SHP-504555,CUST-1083,10/15/2023,10/27/2023,10/27/2023,North America,North America,3946,Rail,Internal Fleet,Machinery,Medium,2239.19,7.44,Delivered,1225.6,1651.9,426.3,5,Yes,N/A
ORD-104556,SHP-504556,CUST-1112,7/18/2023,7/20/2023,7/20/2023,Africa,Africa,123,Road,3rd Party Logistics,Electronics,High,64.37,0.58,Delivered,51.81,61.68,9.87,5,Yes,N/A
ORD-104557,SHP-504557,CUST-1736,2/1/2023,2/8/2023,2/8/2023,North America,North America,1778,Rail,3rd Party Logistics,Machinery,Medium,4586.3,43.78,Delivered,2745.13,3523.37,778.24,5,No,N/A
ORD-104558,SHP-504558,CUST-1331,8/31/2023,9/4/2023,9/2/2023,Europe,Europe,868,Road,3rd Party Logistics,Furniture,Medium,52.66,0.83,Delivered,47.66,59.04,11.38,5,No,N/A
ORD-104559,SHP-504559,CUST-1377,7/21/2023,7/27/2023,7/26/2023,South America,South America,2027,Road,Internal Fleet,Furniture,Low,189.69,2.4,Delivered,149.2,186.67,37.47,5,Yes,N/A
ORD-104560,SHP-504560,CUST-1754,10/12/2022,10/16/2022,10/14/2022,South America,South America,204,Road,3rd Party Logistics,Furniture,Medium,123.88,4,Delivered,104.95,138.83,33.88,5,No,N/A
ORD-104561,SHP-504561,CUST-1654,5/26/2022,7/10/2022,7/8/2022,Oceania,Asia,8808,Sea,3rd Party Logistics,Perishables,High,592.34,4.94,Delivered,483.62,686.55,202.93,4,No,Yes
ORD-104562,SHP-504562,CUST-1040,1/21/2023,1/30/2023,1/30/2023,Asia,Asia,7187,Air,3rd Party Logistics,Electronics,High,34.71,0.24,Delivered,492.89,699.51,206.62,5,No,N/A
ORD-104563,SHP-504563,CUST-1934,10/10/2022,11/30/2022,11/30/2022,Europe,Africa,9608,Sea,3rd Party Logistics,Furniture,Low,32.6,0.63,Delivered,51.41,65.49,14.08,4,Yes,Yes
ORD-104564,SHP-504564,CUST-1769,7/16/2023,7/20/2023,7/19/2023,Asia,Asia,1170,Road,Internal Fleet,Clothing,Medium,341.55,2.5,Delivered,213.35,270.52,57.17,4,Yes,N/A
ORD-104565,SHP-504565,CUST-1958,10/25/2022,1/2/2023,,North America,North America,13366,Sea,3rd Party Logistics,Furniture,Medium,138.95,4.95,Cancelled,159.04,207.61,48.57,1,Yes,N/A
ORD-104566,SHP-504566,CUST-1796,12/8/2023,12/10/2023,12/10/2023,Africa,Africa,485,Road,3rd Party Logistics,Pharmaceuticals,High,44.14,0.15,Delivered,40.08,51.79,11.71,4,No,N/A
ORD-104567,SHP-504567,CUST-1104,5/16/2023,5/26/2023,5/26/2023,Oceania,Oceania,3752,Rail,3rd Party Logistics,Perishables,High,663.76,2.72,Delivered,505.79,591.03,85.24,5,No,N/A
ORD-104568,SHP-504568,CUST-1201,8/10/2022,11/4/2022,11/2/2022,South America,South America,16782,Sea,Internal Fleet,Clothing,Medium,74.35,1.38,Delivered,101.37,134.18,32.81,4,No,N/A
ORD-104569,SHP-504569,CUST-1449,5/18/2022,5/22/2022,5/22/2022,Africa,Africa,1080,Road,3rd Party Logistics,Electronics,Low,60.43,0.49,Delivered,51.35,68.06,16.71,5,Yes,N/A
ORD-104570,SHP-504570,CUST-1818,6/5/2023,6/9/2023,6/7/2023,North America,Africa,1443,Air,3rd Party Logistics,Electronics,Medium,40.09,0.45,Delivered,96.71,124.28,27.57,5,Yes,Yes
ORD-104571,SHP-504571,CUST-1842,5/30/2023,6/17/2023,6/16/2023,North America,South America,13766,Air,Internal Fleet,Pharmaceuticals,High,390.63,4.43,Delivered,1206.29,1537.04,330.75,4,No,Yes
ORD-104572,SHP-504572,CUST-1972,12/8/2022,12/14/2022,12/14/2022,Europe,Europe,1950,Road,Internal Fleet,Furniture,Low,381.88,11.6,Delivered,336.22,481.36,145.14,4,No,N/A
ORD-104573,SHP-504573,CUST-1265,2/7/2022,2/12/2022,2/18/2022,Asia,Asia,1567,Road,3rd Party Logistics,Clothing,Low,331.17,1.52,Delayed,204.29,271.76,67.47,2,Yes,N/A
ORD-104574,SHP-504574,CUST-1909,4/4/2023,4/6/2023,4/4/2023,South America,South America,86,Road,Internal Fleet,Pharmaceuticals,High,10.1,0.04,Delivered,8.79,12.26,3.47,5,No,N/A
ORD-104575,SHP-504575,CUST-1209,3/11/2022,3/17/2022,3/15/2022,South America,Asia,2556,Air,3rd Party Logistics,Clothing,Low,900.1,14.31,Delivered,720.94,1035.38,314.44,4,No,Yes
ORD-104576,SHP-504576,CUST-1562,8/4/2023,8/6/2023,8/5/2023,Africa,Africa,147,Road,Internal Fleet,Furniture,High,303.98,6.83,Delivered,289.24,402.92,113.68,5,Yes,N/A
ORD-104577,SHP-504577,CUST-1117,11/1/2023,1/8/2024,1/7/2024,Europe,Europe,13053,Sea,3rd Party Logistics,Furniture,Low,57.66,0.95,Delivered,77.45,110.98,33.53,5,No,N/A
ORD-104578,SHP-504578,CUST-1712,1/2/2022,4/10/2022,4/8/2022,Oceania,Africa,19428,Sea,3rd Party Logistics,Machinery,High,3255.43,11.12,Delivered,2336.34,3218.98,882.64,4,No,Yes
ORD-104579,SHP-504579,CUST-1376,9/5/2023,9/24/2023,9/24/2023,North America,Asia,14543,Air,Internal Fleet,Machinery,High,4160.73,22.36,Delivered,3940.45,4732.62,792.17,5,Yes,Yes
ORD-104580,SHP-504580,CUST-1550,5/16/2022,5/29/2022,5/27/2022,Europe,South America,9659,Air,Internal Fleet,Furniture,High,344.99,5.34,Delivered,921.51,1122.47,200.96,5,No,Yes
ORD-104581,SHP-504581,CUST-1539,8/1/2022,9/23/2022,9/23/2022,South America,Oceania,10545,Sea,3rd Party Logistics,Perishables,High,177.13,0.61,Delivered,164.22,198.41,34.19,4,No,Yes
ORD-104582,SHP-504582,CUST-1770,3/24/2022,3/26/2022,3/24/2022,Oceania,North America,1071,Air,Internal Fleet,Pharmaceuticals,Critical,346.58,1.52,Delivered,314.62,392.22,77.6,5,No,Yes
ORD-104583,SHP-504583,CUST-1083,12/21/2022,12/28/2022,12/28/2022,Asia,Asia,1675,Rail,3rd Party Logistics,Machinery,Low,3893.09,15.5,Delivered,2114.92,2657.39,542.47,4,No,N/A
ORD-104584,SHP-504584,CUST-1453,5/21/2022,6/8/2022,6/7/2022,Africa,Africa,3075,Sea,3rd Party Logistics,Furniture,Low,81.78,2.24,Delivered,72.5,101.02,28.52,4,Yes,N/A
ORD-104585,SHP-504585,CUST-1666,10/14/2023,10/30/2023,10/28/2023,North America,North America,10437,Air,3rd Party Logistics,Clothing,Medium,241.9,1.35,Delivered,656.27,825.76,169.49,4,No,N/A
ORD-104586,SHP-504586,CUST-1628,8/23/2023,10/19/2023,10/17/2023,North America,North America,11215,Sea,3rd Party Logistics,Pharmaceuticals,High,268.66,1.44,Delivered,237.07,324.35,87.28,5,No,N/A
ORD-104587,SHP-504587,CUST-1513,1/31/2023,2/4/2023,2/2/2023,North America,North America,1870,Road,Internal Fleet,Machinery,High,1796.93,17.92,Delivered,1437.39,2042.74,605.35,4,Yes,N/A
ORD-104588,SHP-504588,CUST-1604,8/29/2022,9/11/2022,9/15/2022,Asia,South America,10181,Air,3rd Party Logistics,Perishables,High,369.62,1.83,Delayed,925.84,1096.53,170.69,3,No,Yes
ORD-104589,SHP-504589,CUST-1677,9/16/2023,9/18/2023,9/20/2023,South America,South America,759,Rail,Internal Fleet,Pharmaceuticals,High,775.96,13.59,Delayed,688.96,792.36,103.4,2,No,N/A
ORD-104590,SHP-504590,CUST-1386,10/28/2022,11/1/2022,11/1/2022,South America,South America,1490,Rail,3rd Party Logistics,Pharmaceuticals,High,265.73,0.9,Delivered,199.88,283.15,83.27,5,Yes,N/A
ORD-104591,SHP-504591,CUST-1911,5/21/2022,8/7/2022,8/7/2022,Europe,South America,15004,Sea,Internal Fleet,Electronics,Medium,26.92,0.21,Delivered,60.58,74,13.42,5,Yes,Yes
ORD-104592,SHP-504592,CUST-1349,6/1/2022,6/5/2022,6/3/2022,Oceania,Oceania,416,Road,Internal Fleet,Clothing,Medium,514.28,6.39,Delivered,327.23,391.38,64.15,4,Yes,N/A
ORD-104593,SHP-504593,CUST-1295,12/17/2023,12/23/2023,12/23/2023,Europe,Africa,4721,Air,Internal Fleet,Perishables,Critical,646.97,2.22,Delivered,756.24,936.65,180.41,5,Yes,Yes
ORD-104594,SHP-504594,CUST-1257,8/2/2022,8/4/2022,8/5/2022,South America,South America,656,Road,3rd Party Logistics,Perishables,High,887.96,3.99,Delayed,641.83,773.92,132.09,3,No,N/A
ORD-104595,SHP-504595,CUST-1080,4/19/2023,4/21/2023,4/21/2023,North America,North America,798,Road,3rd Party Logistics,Perishables,High,517.03,3.98,Delivered,403.4,559.96,156.56,5,No,N/A
ORD-104596,SHP-504596,CUST-1936,7/8/2022,8/13/2022,8/11/2022,Asia,Asia,6715,Sea,3rd Party Logistics,Clothing,Low,363.4,2.66,Delivered,228.46,306.22,77.76,4,No,N/A
ORD-104597,SHP-504597,CUST-1267,5/13/2022,8/11/2022,8/10/2022,South America,Africa,17955,Sea,3rd Party Logistics,Perishables,High,922.86,8.97,Delivered,786.56,944.02,157.46,4,No,Yes
ORD-104598,SHP-504598,CUST-1418,3/21/2022,3/25/2022,3/23/2022,Asia,Asia,304,Road,Internal Fleet,Electronics,Low,38.42,0.41,Delivered,27.9,36.97,9.07,5,Yes,N/A
ORD-104599,SHP-504599,CUST-1234,4/11/2022,4/16/2022,4/14/2022,Africa,Africa,1273,Road,3rd Party Logistics,Machinery,Low,2340.05,23.11,Delivered,1420.22,1721.91,301.69,4,No,N/A
ORD-104600,SHP-504600,CUST-1832,12/24/2022,4/2/2023,4/2/2023,North America,Asia,19219,Sea,3rd Party Logistics,Clothing,Low,278.26,1.59,Delivered,212.72,257.24,44.52,4,No,Yes
ORD-104601,SHP-504601,CUST-1310,3/5/2022,3/9/2022,3/7/2022,Africa,Africa,1900,Road,3rd Party Logistics,Perishables,Critical,762.89,3.97,Delivered,584.48,776.56,192.08,4,No,N/A
ORD-104602,SHP-504602,CUST-1812,6/8/2023,6/12/2023,6/10/2023,South America,South America,718,Road,3rd Party Logistics,Furniture,Medium,204.73,3.42,Delivered,147.31,198.78,51.47,4,No,N/A
ORD-104603,SHP-504603,CUST-1974,9/27/2023,10/8/2023,10/7/2023,Europe,Europe,3402,Rail,Internal Fleet,Machinery,Low,3496.52,20.05,Delivered,1975.99,2477.62,501.63,4,No,N/A
ORD-104604,SHP-504604,CUST-1985,12/31/2022,1/6/2023,1/6/2023,South America,North America,4649,Air,Internal Fleet,Pharmaceuticals,High,112.74,0.45,Delivered,381.31,525.83,144.52,5,No,Yes
ORD-104605,SHP-504605,CUST-1356,4/19/2022,4/25/2022,4/23/2022,Africa,Africa,2356,Road,Internal Fleet,Clothing,Medium,534.48,5.68,Delivered,359.36,503.52,144.16,5,Yes,N/A
ORD-104606,SHP-504606,CUST-1212,7/6/2022,7/10/2022,7/13/2022,Asia,Asia,302,Road,3rd Party Logistics,Furniture,Medium,145.79,2.21,Delayed,99.52,141.81,42.29,2,No,N/A
ORD-104607,SHP-504607,CUST-1573,2/9/2023,2/11/2023,2/10/2023,Oceania,North America,1493,Air,3rd Party Logistics,Pharmaceuticals,High,656.74,2.29,Delivered,553.75,740.82,187.07,5,No,Yes
ORD-104608,SHP-504608,CUST-1048,12/18/2022,12/22/2022,12/21/2022,Oceania,Oceania,1180,Road,3rd Party Logistics,Furniture,Low,243.17,10.51,Delivered,244.42,297.22,52.8,4,No,N/A
ORD-104609,SHP-504609,CUST-1126,7/25/2022,7/28/2022,7/31/2022,South America,South America,1654,Road,3rd Party Logistics,Perishables,High,703.42,6.19,Delayed,569.88,783.32,213.44,2,No,N/A
ORD-104610,SHP-504610,CUST-1222,2/16/2022,2/26/2022,2/26/2022,Europe,Europe,3137,Rail,Internal Fleet,Clothing,Low,330.62,3.33,Delivered,223.74,264.54,40.8,4,Yes,N/A
ORD-104611,SHP-504611,CUST-1920,4/9/2022,4/27/2022,4/26/2022,Africa,Oceania,13623,Air,Internal Fleet,Perishables,High,315.85,1.23,Delivered,1106.75,1332.93,226.18,5,No,Yes
ORD-104612,SHP-504612,CUST-1278,5/20/2023,5/24/2023,5/22/2023,South America,South America,2150,Road,Internal Fleet,Pharmaceuticals,High,580.95,7.52,Delivered,517.26,724.08,206.82,4,Yes,N/A
ORD-104613,SHP-504613,CUST-1407,8/22/2022,11/4/2022,11/3/2022,Africa,North America,14207,Sea,3rd Party Logistics,Electronics,Medium,59.07,0.52,Delivered,77.37,110.12,32.75,5,Yes,Yes
ORD-104614,SHP-504614,CUST-1504,2/27/2023,3/7/2023,3/6/2023,Africa,Africa,2076,Rail,Internal Fleet,Furniture,Low,444.72,6.21,Delivered,301.1,352.29,51.19,5,No,N/A
ORD-104615,SHP-504615,CUST-1293,8/13/2023,9/4/2023,9/10/2023,North America,South America,3867,Sea,3rd Party Logistics,Electronics,Medium,7.22,0.05,Delayed,15.74,19.57,3.83,3,No,Yes
ORD-104616,SHP-504616,CUST-1795,8/5/2022,8/13/2022,8/12/2022,Oceania,Oceania,3034,Rail,Internal Fleet,Pharmaceuticals,Critical,60.38,0.68,Delivered,79.66,106.65,26.99,5,Yes,N/A
ORD-104617,SHP-504617,CUST-1276,6/23/2022,7/2/2022,7/2/2022,Oceania,Oceania,3413,Rail,Internal Fleet,Perishables,High,120.43,1.26,Delivered,130.18,186.36,56.18,4,No,N/A
ORD-104618,SHP-504618,CUST-1437,3/17/2023,4/13/2023,4/12/2023,Asia,Europe,5331,Sea,3rd Party Logistics,Machinery,High,4114.68,13.45,Delivered,2870.23,3792.2,921.97,5,No,Yes
ORD-104619,SHP-504619,CUST-1106,4/16/2022,4/20/2022,4/18/2022,North America,North America,259,Road,Internal Fleet,Furniture,Low,349.74,4.64,Delivered,225.19,314.43,89.24,4,Yes,N/A
ORD-104620,SHP-504620,CUST-1657,11/8/2023,11/18/2023,11/17/2023,Oceania,Oceania,3837,Rail,3rd Party Logistics,Machinery,High,2263.33,22.41,Delivered,1802.43,2571.75,769.32,4,Yes,N/A
ORD-104621,SHP-504621,CUST-1419,2/15/2023,4/25/2023,4/27/2023,Africa,Asia,13305,Sea,Internal Fleet,Clothing,Low,643.37,2.41,Delayed,385.69,503.6,117.91,2,No,Yes
ORD-104622,SHP-504622,CUST-1610,2/17/2023,2/21/2023,2/20/2023,Europe,Europe,1062,Road,3rd Party Logistics,Furniture,Low,488.6,11.68,Delivered,377.03,517.34,140.31,4,Yes,N/A
ORD-104623,SHP-504623,CUST-1428,4/23/2022,4/28/2022,4/29/2022,Europe,Europe,1426,Road,Internal Fleet,Electronics,Medium,82.39,0.61,Delayed,68.69,92.64,23.95,3,No,N/A
ORD-104624,SHP-504624,CUST-1374,5/26/2022,8/10/2022,8/15/2022,North America,North America,15181,Sea,3rd Party Logistics,Machinery,High,1149.97,3.97,Delayed,858.34,1159.97,301.63,3,No,N/A
ORD-104625,SHP-504625,CUST-1072,10/6/2023,10/25/2023,10/24/2023,Europe,Europe,14570,Air,Internal Fleet,Pharmaceuticals,High,181.41,1.12,Delivered,1079.55,1408.94,329.39,5,Yes,N/A
ORD-104626,SHP-504626,CUST-1948,3/25/2022,5/17/2022,5/16/2022,Africa,Oceania,10122,Sea,Internal Fleet,Clothing,Medium,880.47,3.56,Delivered,506.2,676.77,170.57,4,No,Yes
ORD-104627,SHP-504627,CUST-1997,5/28/2023,8/10/2023,8/8/2023,South America,Asia,14261,Sea,Internal Fleet,Furniture,Medium,293.76,4.29,Delivered,232.54,306.1,73.56,5,Yes,Yes
ORD-104628,SHP-504628,CUST-1633,6/20/2023,6/22/2023,6/21/2023,Africa,Africa,386,Road,3rd Party Logistics,Pharmaceuticals,High,161.3,1.63,Delivered,133.61,179.21,45.6,5,Yes,N/A
ORD-104629,SHP-504629,CUST-1029,10/25/2022,11/30/2022,11/30/2022,Oceania,Oceania,6770,Sea,3rd Party Logistics,Clothing,Low,216.78,0.89,Delivered,137.58,179.07,41.49,5,Yes,N/A
ORD-104630,SHP-504630,CUST-1187,7/7/2022,7/11/2022,7/11/2022,South America,South America,404,Rail,3rd Party Logistics,Electronics,Low,89.21,0.84,Delivered,56.23,68.42,12.19,5,No,N/A
ORD-104631,SHP-504631,CUST-1363,4/21/2022,4/23/2022,4/23/2022,Europe,Europe,752,Road,Internal Fleet,Pharmaceuticals,High,958.39,4.13,Delivered,691.32,938.87,247.55,5,Yes,N/A
ORD-104632,SHP-504632,CUST-1865,6/20/2023,7/5/2023,7/3/2023,Asia,Asia,10339,Air,Internal Fleet,Furniture,Medium,290.57,5.13,Delivered,713.48,902.7,189.22,5,Yes,N/A
ORD-104633,SHP-504633,CUST-1799,2/25/2022,3/1/2022,3/2/2022,Asia,Asia,2103,Road,Internal Fleet,Clothing,High,851.04,11.73,Delayed,746.69,887.31,140.62,3,No,N/A
ORD-104634,SHP-504634,CUST-1450,8/4/2023,8/7/2023,8/5/2023,Africa,Africa,1340,Road,Internal Fleet,Perishables,Critical,176.34,1.51,Delivered,160.41,225.44,65.03,5,No,N/A
ORD-104635,SHP-504635,CUST-1194,4/19/2023,4/28/2023,4/26/2023,Africa,Africa,3414,Rail,3rd Party Logistics,Furniture,High,449.49,5.86,Delivered,403.86,486.41,82.55,5,Yes,N/A
ORD-104636,SHP-504636,CUST-1155,6/14/2023,7/3/2023,7/2/2023,Europe,Asia,13070,Air,3rd Party Logistics,Furniture,Low,190.96,2.53,Delivered,774.3,1016.05,241.75,5,No,Yes
ORD-104637,SHP-504637,CUST-1171,3/25/2023,4/20/2023,4/19/2023,Asia,North America,4700,Sea,3rd Party Logistics,Furniture,Low,282.49,5.84,Delivered,213.71,292,78.29,4,Yes,Yes
ORD-104638,SHP-504638,CUST-1846,1/29/2023,2/4/2023,2/10/2023,Asia,Asia,1592,Rail,Internal Fleet,Furniture,Medium,419.73,7.95,Delayed,302.15,406.18,104.03,2,Yes,N/A
ORD-104639,SHP-504639,CUST-1040,5/23/2023,5/31/2023,,Africa,Africa,2898,Rail,3rd Party Logistics,Perishables,Critical,459.94,8.52,Cancelled,439.84,527.04,87.2,2,Yes,N/A
ORD-104640,SHP-504640,CUST-1062,7/24/2023,7/26/2023,7/24/2023,Oceania,Oceania,723,Road,3rd Party Logistics,Pharmaceuticals,High,22.77,0.11,Delivered,30.33,36.65,6.32,5,No,N/A
ORD-104641,SHP-504641,CUST-1022,6/12/2022,6/15/2022,6/13/2022,Asia,Asia,1268,Road,3rd Party Logistics,Pharmaceuticals,High,82.68,0.35,Delivered,83.06,99.23,16.17,4,No,N/A
ORD-104642,SHP-504642,CUST-1359,10/6/2023,10/22/2023,10/21/2023,Africa,South America,12167,Air,Internal Fleet,Pharmaceuticals,Critical,626.12,3.81,Delivered,1247.33,1461.58,214.25,4,Yes,Yes
ORD-104643,SHP-504643,CUST-1074,8/7/2022,8/14/2022,8/13/2022,North America,North America,2421,Road,3rd Party Logistics,Electronics,Low,71.27,0.48,Delivered,76.72,94.75,18.03,4,No,N/A
ORD-104644,SHP-504644,CUST-1559,11/27/2022,1/2/2023,1/2/2023,Asia,North America,7184,Sea,Internal Fleet,Perishables,High,253.89,1.34,Delivered,210.49,275.16,64.67,4,No,Yes
ORD-104645,SHP-504645,CUST-1671,3/27/2023,4/28/2023,5/4/2023,South America,South America,6296,Sea,Internal Fleet,Perishables,High,844.43,15.57,Delayed,775.9,932.54,156.64,2,Yes,N/A
ORD-104646,SHP-504646,CUST-1824,10/11/2022,10/13/2022,10/13/2022,Europe,Europe,291,Road,Internal Fleet,Clothing,High,211.47,1.17,Delivered,158.38,228.27,69.89,5,No,N/A
ORD-104647,SHP-504647,CUST-1117,5/19/2022,6/6/2022,6/6/2022,Africa,Europe,12093,Air,3rd Party Logistics,Machinery,Medium,2985.11,23.71,Delivered,2334.31,3173.84,839.53,4,Yes,Yes
ORD-104648,SHP-504648,CUST-1611,5/30/2023,6/2/2023,6/2/2023,Asia,Asia,1537,Road,3rd Party Logistics,Pharmaceuticals,Critical,413.36,2.3,Delivered,328.51,435.29,106.78,4,Yes,N/A
ORD-104649,SHP-504649,CUST-1379,5/19/2023,5/25/2023,5/24/2023,Asia,Asia,1267,Rail,Internal Fleet,Machinery,Low,2403.39,7.75,Delivered,1289.32,1746.29,456.97,5,No,N/A
ORD-104650,SHP-504650,CUST-1928,12/22/2022,1/19/2023,1/17/2023,Oceania,Asia,5012,Sea,Internal Fleet,Clothing,Medium,773.65,4.69,Delivered,448.73,574.73,126,4,No,Yes
ORD-104651,SHP-504651,CUST-1919,10/8/2022,10/15/2022,10/14/2022,Africa,Africa,2652,Rail,3rd Party Logistics,Perishables,High,431.4,1.91,Delivered,332.77,429.6,96.83,4,No,N/A
ORD-104652,SHP-504652,CUST-1678,1/12/2022,1/14/2022,1/14/2022,South America,South America,613,Rail,3rd Party Logistics,Clothing,High,559.75,2.09,Delivered,397.4,562.96,165.56,5,No,N/A
ORD-104653,SHP-504653,CUST-1289,3/16/2023,3/20/2023,3/19/2023,Asia,Asia,932,Road,Internal Fleet,Furniture,Low,250.95,4.61,Delivered,185.54,253.56,68.02,4,Yes,N/A
ORD-104654,SHP-504654,CUST-1439,7/19/2023,10/24/2023,10/28/2023,North America,North America,18881,Sea,3rd Party Logistics,Clothing,Medium,137.52,0.53,Delayed,130.71,173.38,42.67,3,Yes,N/A
ORD-104655,SHP-504655,CUST-1667,4/6/2022,6/27/2022,6/25/2022,Europe,Oceania,15845,Sea,Internal Fleet,Clothing,Medium,428.07,1.86,Delivered,280.2,402.1,121.9,4,No,Yes
ORD-104656,SHP-504656,CUST-1932,8/20/2022,8/26/2022,8/24/2022,Africa,Africa,2168,Road,Internal Fleet,Furniture,Low,226.15,11.27,Delivered,258.33,348.43,90.1,5,Yes,N/A
ORD-104657,SHP-504657,CUST-1006,4/22/2022,5/12/2022,5/12/2022,Asia,South America,3905,Sea,3rd Party Logistics,Machinery,High,2301.85,15.96,Delivered,1718.87,2182.29,463.42,4,No,Yes
ORD-104658,SHP-504658,CUST-1195,2/16/2022,5/16/2022,5/16/2022,Oceania,Europe,17372,Sea,Internal Fleet,Furniture,Low,211.34,5.38,Delivered,211.58,246.33,34.75,4,No,Yes
